epoch,train_loss,val_loss,train_acc,val_acc
0,0.7465242635726929,0.665300652384758,0.53635,0.625
1,0.6851398685455322,0.660257562994957,0.560175,0.578125
2,0.6757758974075317,0.6703246980905533,0.5761,0.59765625
3,0.6734480878829956,0.6551638543605804,0.578075,0.6015625
4,0.6722038713455201,0.6661679893732071,0.583025,0.58203125
5,0.6714455864906311,0.6719571202993393,0.5834,0.59765625
6,0.6697591367721558,0.6562786102294922,0.587375,0.6015625
7,0.6666392078399658,0.6322958469390869,0.5944,0.640625
8,0.6645753105163574,0.6356758773326874,0.5967,0.63671875
9,0.6600405734062195,0.6585725843906403,0.603825,0.59375
10,0.6540566331863403,0.6222952753305435,0.6117,0.6796875
11,0.6523404584884643,0.6178587824106216,0.616925,0.6484375
12,0.647826187133789,0.6157951056957245,0.61915,0.68359375
13,0.6460044051170349,0.6325519531965256,0.623825,0.63671875
14,0.6415708562850952,0.6182401925325394,0.63055,0.671875
15,0.6388057717323303,0.6269998997449875,0.63095,0.63671875
16,0.6365894620895386,0.6168616712093353,0.63475,0.6484375
17,0.633853554725647,0.6424820125102997,0.638025,0.64453125
18,0.631143419265747,0.6156955063343048,0.640325,0.671875
19,0.6313251815795898,0.5961537212133408,0.640775,0.6953125
20,0.6275502660751343,0.604020357131958,0.644775,0.6875
21,0.6249063948631287,0.6014484912157059,0.649375,0.6640625
22,0.6226091709136963,0.6011185050010681,0.649775,0.67578125
23,0.6202133213043213,0.6190661489963531,0.654125,0.62890625
24,0.6156798270225525,0.6058478057384491,0.65785,0.671875
25,0.6165186405181885,0.5933195948600769,0.659025,0.68359375
26,0.6145801792144775,0.6114763468503952,0.6547,0.66015625
27,0.6102334547042847,0.600816547870636,0.662575,0.671875
28,0.6083747203826905,0.620303601026535,0.666825,0.66015625
29,0.6056186169624329,0.6018333286046982,0.664725,0.6640625
30,0.5998462138175964,0.6132808178663254,0.676175,0.6640625
31,0.5978194392204285,0.5644296109676361,0.6754,0.69140625
32,0.5966930101394653,0.5836678445339203,0.67785,0.66796875
