epoch,train_loss,val_loss,train_acc,val_acc
0,0.7474301513671875,0.6656458079814911,0.53295,0.5703125
1,0.6869578193664551,0.6721679121255875,0.54995,0.609375
2,0.6768628628730774,0.6539429128170013,0.572,0.6328125
3,0.6740296995162964,0.6549180746078491,0.579375,0.6015625
4,0.6728619762420655,0.6648957133293152,0.5838,0.6015625
5,0.6716932691574097,0.662855714559555,0.582925,0.58984375
6,0.6707716613769531,0.6553125977516174,0.587125,0.609375
7,0.6689187474250794,0.6521338671445847,0.5901,0.6328125
8,0.6674356735229492,0.6496017724275589,0.590125,0.61328125
9,0.6655839197158814,0.653076171875,0.594675,0.58203125
10,0.6619917392730713,0.6446669846773148,0.599725,0.609375
11,0.6585889633178711,0.6191872507333755,0.605375,0.6796875
12,0.6549999485015869,0.6160682141780853,0.609675,0.69921875
13,0.6529866790771485,0.6373285800218582,0.613725,0.62890625
14,0.6485041911125183,0.6306301355361938,0.620875,0.640625
15,0.6457604202270508,0.6287335902452469,0.62215,0.65234375
16,0.6434387885093689,0.6315229833126068,0.6246,0.65625
17,0.6410797113418579,0.6543182730674744,0.628025,0.6328125
18,0.63909889087677,0.6151515990495682,0.631825,0.68359375
19,0.637556046295166,0.600443109869957,0.6339,0.64453125
20,0.634680806350708,0.622995063662529,0.63755,0.6484375
21,0.6328978078842163,0.6421299278736115,0.639225,0.63671875
22,0.6290085974693298,0.6303509324789047,0.64155,0.62890625
23,0.627459765625,0.6238421350717545,0.6445,0.625
24,0.6236339599609375,0.604629322886467,0.649575,0.68359375
25,0.6248698709487915,0.6040444374084473,0.6453,0.68359375
26,0.6240308209419251,0.6343563050031662,0.647875,0.6328125
27,0.6202104146957398,0.613338902592659,0.6528,0.65625
28,0.6171876378059388,0.6279606819152832,0.656225,0.65234375
29,0.6157881761550903,0.6462190300226212,0.657175,0.625
30,0.6114302826881408,0.6507177799940109,0.660525,0.5859375
31,0.6102725745201111,0.5821986943483353,0.6643,0.6796875
32,0.6089028562545776,0.5855019837617874,0.6622,0.68359375
33,0.6059372510910034,0.5823544263839722,0.662775,0.6953125
34,0.6046593549728394,0.5695662200450897,0.667925,0.69921875
35,0.6015633255958557,0.5991715788841248,0.67175,0.6640625
36,0.5970529832839966,0.609917402267456,0.676325,0.671875
37,0.5955925266265869,0.5897071063518524,0.678425,0.67578125
38,0.5928544602394104,0.5923299789428711,0.6809,0.6640625
39,0.5896162855148316,0.5731896311044693,0.683275,0.6953125
40,0.5851048579216004,0.6077324748039246,0.68865,0.6875
41,0.5830456280708313,0.6606333553791046,0.68785,0.625
42,0.5816811081886292,0.5767109096050262,0.69195,0.7109375
43,0.5774537107467651,0.6228139251470566,0.695475,0.66796875
44,0.5762487675666809,0.5910876095294952,0.696025,0.6875
45,0.5737256582260132,0.5906726270914078,0.6967,0.703125
46,0.5721491590499878,0.5464135929942131,0.700125,0.71875
47,0.5681424176216125,0.556081123650074,0.7025,0.72265625
48,0.5664913149833679,0.5574392825365067,0.705475,0.7265625
49,0.5633474379539489,0.546620175242424,0.704925,0.7265625
50,0.5613920360088348,0.5260301381349564,0.7059,0.74609375
51,0.5553346656799316,0.5688522160053253,0.713875,0.7109375
52,0.5570981775283813,0.5611343458294868,0.7123,0.70703125
53,0.5530257154464722,0.5609025284647942,0.717125,0.69921875
54,0.5508455359458924,0.5720046013593674,0.717225,0.6796875
55,0.5506587059020996,0.5454143658280373,0.71475,0.7265625
56,0.5437860781669617,0.5398130938410759,0.72215,0.734375
57,0.543552550792694,0.5404472202062607,0.722375,0.71484375
58,0.5385281740188599,0.5401891991496086,0.7253,0.7109375
59,0.5374540402412414,0.540327675640583,0.726475,0.73046875
60,0.5344672411918641,0.6196402460336685,0.72985,0.671875
61,0.5324216110229493,0.5657471269369125,0.729775,0.73046875
62,0.5328165342330933,0.5659110024571419,0.731775,0.734375
63,0.5303633738040924,0.5721258968114853,0.73205,0.7265625
64,0.5259362151145935,0.5339174792170525,0.731475,0.73046875
65,0.5254362296104431,0.5245508328080177,0.7356,0.7421875
66,0.5231480648040772,0.523909293115139,0.7377,0.75
67,0.5178157635211944,0.530344620347023,0.740425,0.7421875
68,0.5207847904682159,0.5326469019055367,0.739825,0.734375
69,0.5198035353660584,0.5272185057401657,0.740425,0.71484375
70,0.5167546029567719,0.5234359204769135,0.7434,0.73828125
71,0.5132933385848999,0.5373233407735825,0.744225,0.74609375
72,0.5138757449150085,0.5536803379654884,0.744625,0.71875
