epoch,train_loss,val_loss,train_acc,val_acc
0,0.7484728322029114,0.7119752317667007,0.536425,0.57421875
1,0.6847679369926453,0.6810161024332047,0.563025,0.59375
2,0.6741298271179199,0.6787994205951691,0.5823,0.5859375
3,0.6706784763336182,0.6678873747587204,0.585525,0.5859375
4,0.6688754492759704,0.6764199137687683,0.59065,0.58203125
5,0.6682113538742065,0.6772518306970596,0.589575,0.55859375
6,0.6651280000686646,0.6832254081964493,0.595,0.55859375
7,0.6620923545837403,0.6559400409460068,0.601,0.58984375
8,0.6576937967300415,0.6592888683080673,0.6066,0.58984375
9,0.6553187452316284,0.677312970161438,0.612025,0.609375
10,0.6512010427474976,0.6724964082241058,0.616675,0.625
11,0.6471275665283203,0.6462115049362183,0.6213,0.65625
12,0.6441101796150207,0.637417197227478,0.624775,0.64453125
13,0.643758666229248,0.652844175696373,0.62725,0.62890625
14,0.6395442425727844,0.6342121660709381,0.63085,0.62109375
15,0.6376736176490784,0.6532068103551865,0.63475,0.609375
16,0.6358303785324096,0.635604977607727,0.63585,0.63671875
17,0.6335482498168945,0.6382564306259155,0.63655,0.640625
18,0.6313919830322265,0.6403510421514511,0.641425,0.6328125
19,0.6290905450820923,0.6167944371700287,0.64395,0.63671875
20,0.6265108952522278,0.633023738861084,0.6464,0.62890625
21,0.6233712969779969,0.615869015455246,0.64955,0.65625
22,0.622112497997284,0.6252243220806122,0.64875,0.66015625
23,0.6179259813308716,0.6286912858486176,0.653075,0.62109375
24,0.6173916993141174,0.6198167949914932,0.6547,0.65625
25,0.6159440547943115,0.6126717776060104,0.6576,0.68359375
26,0.6129745334625244,0.6213446259498596,0.661025,0.63671875
27,0.6115619394302368,0.5971991270780563,0.6647,0.67578125
28,0.6080705326080322,0.6245459616184235,0.66605,0.64453125
29,0.6061413252830505,0.636003702878952,0.667525,0.6640625
30,0.6046952267646789,0.5891227722167969,0.6683,0.66796875
31,0.6026166990280152,0.5959496647119522,0.6724,0.671875
32,0.6016349207878113,0.617031916975975,0.6745,0.64453125
33,0.5978117238998413,0.6292396187782288,0.67905,0.625
34,0.5931407501220703,0.6451227962970734,0.6774,0.61328125
35,0.5899543087005615,0.5813300311565399,0.682675,0.66796875
36,0.5859634448051453,0.616143062710762,0.6884,0.6328125
37,0.5855478652954101,0.5709753781557083,0.68625,0.70703125
38,0.5823310884475708,0.5950448960065842,0.686925,0.6796875
39,0.5776777915000916,0.5955002158880234,0.694775,0.66796875
40,0.5777345309257508,0.5952498316764832,0.69395,0.6875
41,0.5747036984443664,0.6178606450557709,0.69785,0.64453125
42,0.5676839847564698,0.6080364733934402,0.70095,0.6796875
43,0.5668013319015502,0.5956794917583466,0.70435,0.6796875
44,0.5614255187988281,0.6043820679187775,0.707175,0.66015625
45,0.5610889629364013,0.6196523755788803,0.707475,0.671875
46,0.5588222723007202,0.6894586533308029,0.7095,0.6171875
47,0.5539068270683288,0.5839684307575226,0.7145,0.6953125
48,0.5551795644760131,0.5824649035930634,0.712975,0.6796875
49,0.5497882387161255,0.579809382557869,0.71625,0.7109375
50,0.55065955991745,0.6087949275970459,0.71675,0.69140625
51,0.5460247347831726,0.6341539919376373,0.722025,0.66015625
52,0.545825662612915,0.6132763177156448,0.7195,0.6953125
53,0.5430170805931092,0.6044887453317642,0.7206,0.6953125
54,0.5426663038253784,0.5759999603033066,0.72165,0.69921875
55,0.5374810729026794,0.6374211013317108,0.728,0.671875
56,0.5361017615318299,0.547156035900116,0.727975,0.7109375
57,0.534712539434433,0.5523179918527603,0.72785,0.69140625
58,0.5347858008384705,0.5869637578725815,0.72675,0.6953125
59,0.5307556010246277,0.5834129601716995,0.73155,0.6953125
60,0.5283338862419128,0.5956213027238846,0.734375,0.71484375
61,0.5254475886821747,0.5885606855154037,0.734375,0.6875
62,0.5205418466567994,0.5912575870752335,0.738325,0.703125
63,0.5222954258918763,0.5571239665150642,0.735225,0.73828125
64,0.5206191259384155,0.5224767252802849,0.73925,0.76171875
65,0.5193906072616578,0.5685995817184448,0.740075,0.73828125
66,0.5172684806823731,0.543982170522213,0.74145,0.71875
67,0.5143857480049133,0.5558412671089172,0.742625,0.70703125
68,0.5163529246330262,0.5291920453310013,0.744225,0.76171875
69,0.5125580656051636,0.5591855049133301,0.74405,0.73046875
70,0.5083279098510742,0.5726567506790161,0.749,0.72265625
71,0.507021803188324,0.5482704192399979,0.74935,0.71875
72,0.5058597657203674,0.5557360872626305,0.749125,0.7265625
73,0.5054369979381561,0.5514174401760101,0.750525,0.70703125
74,0.5048247091293335,0.5770018994808197,0.749775,0.6875
75,0.4981155792236328,0.5335838496685028,0.7559,0.73046875
